guid,tag,pred,diff
4182,negative,negative,False
756,positive,positive,False
5123,negative,negative,False
1231,positive,positive,False
1385,positive,positive,False
4105,neutral,neutral,False
2936,negative,negative,False
4406,positive,positive,False
5088,positive,positive,False
33,neutral,neutral,False
2955,positive,positive,False
1120,positive,positive,False
4476,negative,negative,False
1121,positive,positive,False
2380,positive,positive,False
4708,negative,negative,False
3028,positive,positive,False
5102,positive,positive,False
1376,positive,positive,False
3737,positive,positive,False
1086,positive,positive,False
4878,negative,negative,False
2781,positive,negative,True
4896,negative,neutral,True
3608,positive,positive,False
3079,negative,negative,False
1162,neutral,neutral,False
598,positive,positive,False
1458,positive,positive,False
1412,positive,positive,False
785,positive,positive,False
2608,positive,positive,False
4473,positive,positive,False
2730,neutral,neutral,False
3758,positive,positive,False
361,negative,negative,False
3593,positive,positive,False
4988,positive,positive,False
208,negative,negative,False
32,positive,positive,False
4003,negative,negative,False
4632,negative,negative,False
3733,negative,negative,False
3369,positive,positive,False
3653,positive,positive,False
2974,positive,positive,False
2071,positive,positive,False
3994,positive,positive,False
3531,positive,positive,False
3521,positive,positive,False
897,positive,positive,False
92,positive,positive,False
2853,positive,positive,False
3096,positive,positive,False
3086,positive,positive,False
4733,positive,positive,False
1718,positive,positive,False
4599,neutral,neutral,False
1136,positive,positive,False
35,positive,positive,False
305,positive,positive,False
2684,neutral,neutral,False
872,positive,positive,False
3619,positive,positive,False
2929,negative,negative,False
1235,positive,positive,False
3954,negative,negative,False
178,positive,positive,False
2557,positive,positive,False
4656,positive,positive,False
1392,positive,positive,False
4513,positive,positive,False
2933,neutral,neutral,False
2979,neutral,negative,True
971,positive,positive,False
10,negative,negative,False
1147,negative,negative,False
4264,negative,negative,False
4653,negative,negative,False
4244,positive,positive,False
4690,positive,positive,False
3377,neutral,neutral,False
5117,negative,negative,False
1496,positive,positive,False
2001,negative,negative,False
4533,negative,negative,False
356,neutral,neutral,False
2995,positive,positive,False
4914,positive,positive,False
2586,negative,negative,False
5104,positive,positive,False
3499,negative,negative,False
3261,positive,positive,False
3423,positive,positive,False
4358,positive,positive,False
3212,neutral,neutral,False
4931,positive,positive,False
326,positive,positive,False
560,positive,positive,False
2025,negative,negative,False
3828,negative,negative,False
697,negative,negative,False
4633,positive,positive,False
1307,negative,negative,False
819,negative,negative,False
2141,positive,positive,False
4178,positive,positive,False
3717,neutral,neutral,False
2742,negative,negative,False
808,negative,negative,False
255,negative,negative,False
463,positive,positive,False
1608,positive,positive,False
3159,neutral,negative,True
2133,positive,positive,False
667,negative,negative,False
4650,neutral,negative,True
5019,negative,neutral,True
5050,positive,positive,False
2061,positive,positive,False
4918,negative,negative,False
765,positive,positive,False
3574,positive,neutral,True
1946,negative,negative,False
4820,negative,negative,False
3558,positive,positive,False
4464,negative,neutral,True
199,positive,positive,False
4537,neutral,neutral,False
499,positive,positive,False
2685,negative,negative,False
1202,negative,negative,False
2333,negative,negative,False
4979,positive,positive,False
1525,positive,positive,False
1877,positive,positive,False
3604,positive,positive,False
4252,positive,positive,False
4007,negative,negative,False
1400,neutral,neutral,False
1343,positive,positive,False
400,negative,negative,False
4008,negative,negative,False
1471,neutral,neutral,False
947,negative,negative,False
2134,positive,positive,False
1956,positive,positive,False
1010,negative,negative,False
4237,positive,positive,False
559,negative,negative,False
4889,positive,positive,False
4730,positive,positive,False
1556,positive,positive,False
745,positive,positive,False
3814,positive,positive,False
1630,positive,positive,False
4577,positive,positive,False
1783,negative,negative,False
3469,positive,positive,False
218,positive,positive,False
1135,positive,positive,False
3188,positive,positive,False
766,positive,positive,False
4415,negative,negative,False
27,neutral,neutral,False
4077,positive,positive,False
158,negative,negative,False
747,positive,positive,False
4966,negative,negative,False
2131,negative,negative,False
2507,positive,positive,False
3094,neutral,neutral,False
2798,positive,positive,False
2851,positive,positive,False
3238,positive,positive,False
1885,negative,negative,False
680,negative,negative,False
1557,positive,positive,False
3363,positive,positive,False
4694,positive,positive,False
4836,negative,negative,False
3944,negative,negative,False
945,positive,positive,False
695,positive,positive,False
4874,negative,negative,False
246,negative,negative,False
